specSHA256	specBlob	candidateLedgerSHA256	candidateRowRoot	unitStartLine	unitID	baselineRequirementID	replacementRequirementID	currentAssertionByteSpans	currentAssertionText	replacementAssertionByteSpans	replacementAssertionText	currentSharedContextByteSpans	currentSharedContextText	sharedContextByteSpans	sharedContextText	currentDisposition	disposition	currentSourceIDs	sourceIDs	currentSourceClass	sourceClass	currentTargetTuple	targetTuple	resolution	reason
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	5fc44a12219c8581f2aa9c58b9a3e885c64716997902f1c3962d202817595ee7	50d4182cc19b86ee87e4f0e80cd930df553c7c680feda5767061347032431659	1287	QUN-f14c19c28610a166e0aefbb6	QRS-d2110b369420a4740aab7126	QRS-e79a6a90e76d034d60629166	74579:74673	All three still carry SOURCE provenance so omission is\n   distinguishable from classification.	74579:74673	All three still carry SOURCE provenance so omission is\n   distinguishable from classification.	-	-	74384:74578	Evidence and\n   introductory UNITs have no REQUIREMENT/TARGET authority; mixed UNITs keep\n   their evidence provenance at UNIT level while their normative assertions use\n   REQUIREMENT children.	newControlDeltaPendingAdmission	newControlDeltaPendingAdmission	SPEC28|VERIFIER28	SPEC28|VERIFIER28	SPEC28:repositoryPrecommit:uncommittedReviewOnly|VERIFIER28:repositoryPrecommit:uncommittedReviewOnly	SPEC28:repositoryPrecommit:uncommittedReviewOnly|VERIFIER28:repositoryPrecommit:uncommittedReviewOnly	design.admission@-@reviewArtifact@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@Ledger.sourceDispositionContract@Ledger.sourceDispositionAdmission@nonExecutable	design.admission@-@reviewArtifact@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@Ledger.sourceDispositionContract@Ledger.sourceDispositionAdmission@nonExecutable	REPLACE_EXACT_ATOM	THREE_UNIT_CLASSES
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	5fc44a12219c8581f2aa9c58b9a3e885c64716997902f1c3962d202817595ee7	50d4182cc19b86ee87e4f0e80cd930df553c7c680feda5767061347032431659	1317	QUN-30f0f5e81031d29e80a852cd	QRS-1e6f2ba5acc1581373117435	QRS-d9d35fe38f774e9d977e7907	77071:77115	and a `pendingGateID` has one semantic gate.	77075:77115	a `pendingGateID` has one semantic gate.	-	-	-	-	newControlDeltaPendingAdmission	newControlDeltaPendingAdmission	SPEC28|VERIFIER28	SPEC28|VERIFIER28	SPEC28:repositoryPrecommit:uncommittedReviewOnly|VERIFIER28:repositoryPrecommit:uncommittedReviewOnly	SPEC28:repositoryPrecommit:uncommittedReviewOnly|VERIFIER28:repositoryPrecommit:uncommittedReviewOnly	design.admission@-@reviewArtifact@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@Ledger.sourceDispositionContract@Ledger.sourceDispositionAdmission@nonExecutable	design.admission@-@reviewArtifact@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@Ledger.sourceDispositionContract@Ledger.sourceDispositionAdmission@nonExecutable	REPLACE_EXACT_ATOM	REBASE_REVIEWED_56
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	5fc44a12219c8581f2aa9c58b9a3e885c64716997902f1c3962d202817595ee7	50d4182cc19b86ee87e4f0e80cd930df553c7c680feda5767061347032431659	1317	QUN-30f0f5e81031d29e80a852cd	QRS-8e402c7bfd7bd10b40921fd1	QRS-5f2681e2170ffad99ead6b8d	77926:77982	and\n   `governedWave` is `W0` through `W6` when present.	77933:77982	`governedWave` is `W0` through `W6` when present.	-	-	-	-	newControlDeltaPendingAdmission	newControlDeltaPendingAdmission	SPEC28|VERIFIER28	SPEC28|VERIFIER28	SPEC28:repositoryPrecommit:uncommittedReviewOnly|VERIFIER28:repositoryPrecommit:uncommittedReviewOnly	SPEC28:repositoryPrecommit:uncommittedReviewOnly|VERIFIER28:repositoryPrecommit:uncommittedReviewOnly	design.admission@-@reviewArtifact@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@Ledger.sourceDispositionContract@Ledger.sourceDispositionAdmission@nonExecutable	design.admission@-@reviewArtifact@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@Ledger.sourceDispositionContract@Ledger.sourceDispositionAdmission@nonExecutable	REPLACE_EXACT_ATOM	REBASE_REVIEWED_56
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	5fc44a12219c8581f2aa9c58b9a3e885c64716997902f1c3962d202817595ee7	50d4182cc19b86ee87e4f0e80cd930df553c7c680feda5767061347032431659	1341	QUN-01652abe38acf9f2de2865bc	QRS-905ee76703867045f209f7b2	QRS-2825ad10666bcff13a493708	78199:78316	it requires\n     `sourceBindingCount/sourceBindingRoot` including the defined empty-set root\n     when count is zero.	78199:78316	it requires\n     `sourceBindingCount/sourceBindingRoot` including the defined empty-set root\n     when count is zero.	-	-	78139:78198	`UNIT`: `subjectID=unitID`, `requirementID=-`, `childID=-`;	newControlDeltaPendingAdmission	newControlDeltaPendingAdmission	SPEC28|VERIFIER28	SPEC28|VERIFIER28	SPEC28:repositoryPrecommit:uncommittedReviewOnly|VERIFIER28:repositoryPrecommit:uncommittedReviewOnly	SPEC28:repositoryPrecommit:uncommittedReviewOnly|VERIFIER28:repositoryPrecommit:uncommittedReviewOnly	design.admission@-@reviewArtifact@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@Ledger.sourceDispositionContract@Ledger.sourceDispositionAdmission@nonExecutable	design.admission@-@reviewArtifact@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@Ledger.sourceDispositionContract@Ledger.sourceDispositionAdmission@nonExecutable	REPLACE_EXACT_ATOM	REBASE_REVIEWED_56
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	5fc44a12219c8581f2aa9c58b9a3e885c64716997902f1c3962d202817595ee7	50d4182cc19b86ee87e4f0e80cd930df553c7c680feda5767061347032431659	1346	QUN-1c8bf3b59f2c0b5b87028d49	QRS-8799856286289e58f14468f6	QRS-13f8876a21b23675ac1d5fae	78527:78653	it requires\n     `requirementSemanticSHA256`, `disposition`, `executionState`, and all three\n     positive child counts/roots.	78527:78653	it requires\n     `requirementSemanticSHA256`, `disposition`, `executionState`, and all three\n     positive child counts/roots.	-	-	78472:78526	`REQUIREMENT`: `subjectID=requirementID`, `childID=-`;	newControlDeltaPendingAdmission	newControlDeltaPendingAdmission	SPEC28|VERIFIER28	SPEC28|VERIFIER28	SPEC28:repositoryPrecommit:uncommittedReviewOnly|VERIFIER28:repositoryPrecommit:uncommittedReviewOnly	SPEC28:repositoryPrecommit:uncommittedReviewOnly|VERIFIER28:repositoryPrecommit:uncommittedReviewOnly	design.admission@-@reviewArtifact@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@Ledger.sourceDispositionContract@Ledger.sourceDispositionAdmission@nonExecutable	design.admission@-@reviewArtifact@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@Ledger.sourceDispositionContract@Ledger.sourceDispositionAdmission@nonExecutable	REPLACE_EXACT_ATOM	REBASE_REVIEWED_56
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	5fc44a12219c8581f2aa9c58b9a3e885c64716997902f1c3962d202817595ee7	50d4182cc19b86ee87e4f0e80cd930df553c7c680feda5767061347032431659	1353	QUN-95b2d7d9e9fac924384598e7	QRS-5c1ac6c1972651a7526ccb53	QRS-a3c0f51ad3a1d179d228b386	79641:79769	`decisionReceipt` has the same path/blob/length/SHA presence shape,\n     commit/tree `-`, and `admissionState=userDecisionOnly`.	79641:79769	`decisionReceipt` has the same path/blob/length/SHA presence shape,\n     commit/tree `-`, and `admissionState=userDecisionOnly`.	-	-	79439:79549	`repositoryPrecommit` requires path, pre-commit\n     blob, byte length, and SHA-256 while commit/tree are `-`;	newControlDeltaPendingAdmission	newControlDeltaPendingAdmission	SPEC28|VERIFIER28	SPEC28|VERIFIER28	SPEC28:repositoryPrecommit:uncommittedReviewOnly|VERIFIER28:repositoryPrecommit:uncommittedReviewOnly	SPEC28:repositoryPrecommit:uncommittedReviewOnly|VERIFIER28:repositoryPrecommit:uncommittedReviewOnly	design.admission@-@reviewArtifact@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@Ledger.sourceDispositionContract@Ledger.sourceDispositionAdmission@nonExecutable	design.admission@-@reviewArtifact@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@Ledger.sourceDispositionContract@Ledger.sourceDispositionAdmission@nonExecutable	REPLACE_EXACT_ATOM	PRECOMMIT_PRESENCE_SHAPE
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	5fc44a12219c8581f2aa9c58b9a3e885c64716997902f1c3962d202817595ee7	50d4182cc19b86ee87e4f0e80cd930df553c7c680feda5767061347032431659	1353	QUN-95b2d7d9e9fac924384598e7	QRS-d114f6520170ded6105db99d	QRS-ffb503df33e1e298fb8a55e9	79550:79635	its containing\n     final commit/tree exist only in the external post-commit receipt.	79550:79635	its containing\n     final commit/tree exist only in the external post-commit receipt.	-	-	79439:79549	`repositoryPrecommit` requires path, pre-commit\n     blob, byte length, and SHA-256 while commit/tree are `-`;	newControlDeltaPendingAdmission	newControlDeltaPendingAdmission	SPEC28|VERIFIER28	SPEC28|VERIFIER28	SPEC28:repositoryPrecommit:uncommittedReviewOnly|VERIFIER28:repositoryPrecommit:uncommittedReviewOnly	SPEC28:repositoryPrecommit:uncommittedReviewOnly|VERIFIER28:repositoryPrecommit:uncommittedReviewOnly	design.admission@-@reviewArtifact@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@Ledger.sourceDispositionContract@Ledger.sourceDispositionAdmission@nonExecutable	design.admission@-@reviewArtifact@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@Ledger.sourceDispositionContract@Ledger.sourceDispositionAdmission@nonExecutable	REPLACE_EXACT_ATOM	REBASE_REVIEWED_56
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	5fc44a12219c8581f2aa9c58b9a3e885c64716997902f1c3962d202817595ee7	50d4182cc19b86ee87e4f0e80cd930df553c7c680feda5767061347032431659	1353	QUN-95b2d7d9e9fac924384598e7	QRS-ea5b60df79943e223a0a7940	QRS-215a9c0ffbee913f26c547d3	79188:79332	It requires `bindingOrdinal`, `sourceID`, `sourceKind`, `sourceLocator`,\n     `sourceRevision`, `admissionState`, and `sourceBindingCommitment`.	79188:79332	It requires `bindingOrdinal`, `sourceID`, `sourceKind`, `sourceLocator`,\n     `sourceRevision`, `admissionState`, and `sourceBindingCommitment`.	-	-	78957:78983	`SOURCE`: `childID=QSC-*`;	newControlDeltaPendingAdmission	newControlDeltaPendingAdmission	SPEC28|VERIFIER28	SPEC28|VERIFIER28	SPEC28:repositoryPrecommit:uncommittedReviewOnly|VERIFIER28:repositoryPrecommit:uncommittedReviewOnly	SPEC28:repositoryPrecommit:uncommittedReviewOnly|VERIFIER28:repositoryPrecommit:uncommittedReviewOnly	design.admission@-@reviewArtifact@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@Ledger.sourceDispositionContract@Ledger.sourceDispositionAdmission@nonExecutable	design.admission@-@reviewArtifact@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@Ledger.sourceDispositionContract@Ledger.sourceDispositionAdmission@nonExecutable	REPLACE_EXACT_ATOM	REBASE_REVIEWED_56
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	5fc44a12219c8581f2aa9c58b9a3e885c64716997902f1c3962d202817595ee7	50d4182cc19b86ee87e4f0e80cd930df553c7c680feda5767061347032431659	1380	QUN-07b5093fea6b7ed0389798cd	QRS-b08ba9bc54864f98b276922c	QRS-453e2d12e338f692c82944f3	80889:80920	it is not merely documentation.	80889:80920	it is not merely documentation.	-	-	80826:80888	RecordShapeV1 validates every required\n   and forbidden field;	newControlDeltaPendingAdmission	newControlDeltaPendingAdmission	SPEC28|VERIFIER28	SPEC28|VERIFIER28	SPEC28:repositoryPrecommit:uncommittedReviewOnly|VERIFIER28:repositoryPrecommit:uncommittedReviewOnly	SPEC28:repositoryPrecommit:uncommittedReviewOnly|VERIFIER28:repositoryPrecommit:uncommittedReviewOnly	design.admission@-@reviewArtifact@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@Ledger.sourceDispositionContract@Ledger.sourceDispositionAdmission@nonExecutable	design.admission@-@reviewArtifact@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@Ledger.sourceDispositionContract@Ledger.sourceDispositionAdmission@nonExecutable	REPLACE_EXACT_ATOM	REBASE_REVIEWED_56
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	5fc44a12219c8581f2aa9c58b9a3e885c64716997902f1c3962d202817595ee7	50d4182cc19b86ee87e4f0e80cd930df553c7c680feda5767061347032431659	1383	QUN-b330521402fa62f90961c49b	QRS-02e3c62cfecaeb6f25d89808	QRS-141518e137e6b31bbdb8f85b	81631:81712	A TARGET is `sourceGoverned` only under that same complete\n   production mapping.	81631:81712	A TARGET is `sourceGoverned` only under that same complete\n   production mapping.	-	-	81048:81302	It is `sourceGoverned` only for\n   a `projectionOfControlledRequirement` whose authority-bearing SOURCEs are\n   all `admittedControlled` and whose every TARGET is `sourceGoverned`, has an\n   exact owner, W0-W6 Wave, selector path/ID, and no pending gate.	newControlDeltaPendingAdmission	newControlDeltaPendingAdmission	SPEC28|VERIFIER28	SPEC28|VERIFIER28	SPEC28:repositoryPrecommit:uncommittedReviewOnly|VERIFIER28:repositoryPrecommit:uncommittedReviewOnly	SPEC28:repositoryPrecommit:uncommittedReviewOnly|VERIFIER28:repositoryPrecommit:uncommittedReviewOnly	design.admission@-@reviewArtifact@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@Ledger.sourceDispositionContract@Ledger.sourceDispositionAdmission@nonExecutable	design.admission@-@reviewArtifact@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@Ledger.sourceDispositionContract@Ledger.sourceDispositionAdmission@nonExecutable	REPLACE_EXACT_ATOM	COMPLETE_PRODUCTION_MAPPING
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	5fc44a12219c8581f2aa9c58b9a3e885c64716997902f1c3962d202817595ee7	50d4182cc19b86ee87e4f0e80cd930df553c7c680feda5767061347032431659	1383	QUN-b330521402fa62f90961c49b	QRS-3d3db4dfd445c5dfbcb3b1d1	QRS-07aa2875bdb33f2eb0593ea3	81560:81566	weaken	81560:81566	weaken	81489:81510,81526:81535,81567:81585	Evidence-only SOURCEs | but never | the AuthoritySetV1	81489:81510,81530:81535,81567:81585	Evidence-only SOURCEs | never | the AuthoritySetV1	newControlDeltaPendingAdmission	newControlDeltaPendingAdmission	SPEC28|VERIFIER28	SPEC28|VERIFIER28	SPEC28:repositoryPrecommit:uncommittedReviewOnly|VERIFIER28:repositoryPrecommit:uncommittedReviewOnly	SPEC28:repositoryPrecommit:uncommittedReviewOnly|VERIFIER28:repositoryPrecommit:uncommittedReviewOnly	design.admission@-@reviewArtifact@docs/superpowers/evidence/2026-08-28-qinao-source-disposition-ledger-v1.py@Ledger.sourceDispositionVerifier@Ledger.sourceDispositionAdmission@nonExecutable	design.admission@-@reviewArtifact@docs/superpowers/evidence/2026-08-28-qinao-source-disposition-ledger-v1.py@Ledger.sourceDispositionVerifier@Ledger.sourceDispositionAdmission@nonExecutable	REPLACE_EXACT_ATOM	EVIDENCE_NEVER_REPLACES_AUTHORITY
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	5fc44a12219c8581f2aa9c58b9a3e885c64716997902f1c3962d202817595ee7	50d4182cc19b86ee87e4f0e80cd930df553c7c680feda5767061347032431659	1383	QUN-b330521402fa62f90961c49b	QRS-8c6d292c600e909dd495d3d9	QRS-b7543322318c5f2c31c4101e	81048:81302	It is `sourceGoverned` only for\n   a `projectionOfControlledRequirement` whose authority-bearing SOURCEs are\n   all `admittedControlled` and whose every TARGET is `sourceGoverned`, has an\n   exact owner, W0-W6 Wave, selector path/ID, and no pending gate.	81048:81302	It is `sourceGoverned` only for\n   a `projectionOfControlledRequirement` whose authority-bearing SOURCEs are\n   all `admittedControlled` and whose every TARGET is `sourceGoverned`, has an\n   exact owner, W0-W6 Wave, selector path/ID, and no pending gate.	-	-	80925:81047	REQUIREMENT `executionState` is the deterministic least-permissive fold of\n   all its SOURCE admissions and TARGET states.	newControlDeltaPendingAdmission	newControlDeltaPendingAdmission	SPEC28|VERIFIER28	SPEC28|VERIFIER28	SPEC28:repositoryPrecommit:uncommittedReviewOnly|VERIFIER28:repositoryPrecommit:uncommittedReviewOnly	SPEC28:repositoryPrecommit:uncommittedReviewOnly|VERIFIER28:repositoryPrecommit:uncommittedReviewOnly	design.admission@-@reviewArtifact@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@Ledger.sourceDispositionContract@Ledger.sourceDispositionAdmission@nonExecutable	design.admission@-@reviewArtifact@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@Ledger.sourceDispositionContract@Ledger.sourceDispositionAdmission@nonExecutable	REPLACE_EXACT_ATOM	REBASE_REVIEWED_56
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	5fc44a12219c8581f2aa9c58b9a3e885c64716997902f1c3962d202817595ee7	50d4182cc19b86ee87e4f0e80cd930df553c7c680feda5767061347032431659	1383	QUN-b330521402fa62f90961c49b	QRS-998a89c48604b9f483a537cf	QRS-6a09bfb296b038699010ebbc	81587:81630	Otherwise the parent is\n   `nonExecutable`.	81597:81630	the parent is\n   `nonExecutable`.	-	-	80925:81596	REQUIREMENT `executionState` is the deterministic least-permissive fold of\n   all its SOURCE admissions and TARGET states. It is `sourceGoverned` only for\n   a `projectionOfControlledRequirement` whose authority-bearing SOURCEs are\n   all `admittedControlled` and whose every TARGET is `sourceGoverned`, has an\n   exact owner, W0-W6 Wave, selector path/ID, and no pending gate. The closed\n   AuthoritySetV1 source-state set is `admittedControlled | pendingA0 |\n   pendingProtectedIntake | uncommittedReviewOnly`; a projection requires at\n   least one such SOURCE. Evidence-only SOURCEs may supplement but never satisfy,\n   replace, or weaken the AuthoritySetV1. Otherwise	newControlDeltaPendingAdmission	newControlDeltaPendingAdmission	SPEC28|VERIFIER28	SPEC28|VERIFIER28	SPEC28:repositoryPrecommit:uncommittedReviewOnly|VERIFIER28:repositoryPrecommit:uncommittedReviewOnly	SPEC28:repositoryPrecommit:uncommittedReviewOnly|VERIFIER28:repositoryPrecommit:uncommittedReviewOnly	design.admission@-@reviewArtifact@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@Ledger.sourceDispositionContract@Ledger.sourceDispositionAdmission@nonExecutable	design.admission@-@reviewArtifact@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@Ledger.sourceDispositionContract@Ledger.sourceDispositionAdmission@nonExecutable	REPLACE_EXACT_ATOM	REBASE_REVIEWED_56
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	5fc44a12219c8581f2aa9c58b9a3e885c64716997902f1c3962d202817595ee7	50d4182cc19b86ee87e4f0e80cd930df553c7c680feda5767061347032431659	1383	QUN-b330521402fa62f90961c49b	QRS-9aeceb23039e42a9ac85179c	QRS-e834e1c2afa91e6c114cd99c	81548:81555	replace	81548:81555	replace	81489:81510,81526:81535,81567:81585	Evidence-only SOURCEs | but never | the AuthoritySetV1	81489:81510,81530:81535,81567:81585	Evidence-only SOURCEs | never | the AuthoritySetV1	newControlDeltaPendingAdmission	newControlDeltaPendingAdmission	SPEC28|VERIFIER28	SPEC28|VERIFIER28	SPEC28:repositoryPrecommit:uncommittedReviewOnly|VERIFIER28:repositoryPrecommit:uncommittedReviewOnly	SPEC28:repositoryPrecommit:uncommittedReviewOnly|VERIFIER28:repositoryPrecommit:uncommittedReviewOnly	design.admission@-@reviewArtifact@docs/superpowers/evidence/2026-08-28-qinao-source-disposition-ledger-v1.py@Ledger.sourceDispositionVerifier@Ledger.sourceDispositionAdmission@nonExecutable	design.admission@-@reviewArtifact@docs/superpowers/evidence/2026-08-28-qinao-source-disposition-ledger-v1.py@Ledger.sourceDispositionVerifier@Ledger.sourceDispositionAdmission@nonExecutable	REPLACE_EXACT_ATOM	EVIDENCE_NEVER_REPLACES_AUTHORITY
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	5fc44a12219c8581f2aa9c58b9a3e885c64716997902f1c3962d202817595ee7	50d4182cc19b86ee87e4f0e80cd930df553c7c680feda5767061347032431659	1383	QUN-b330521402fa62f90961c49b	QRS-9dbdd8541e17827cf215786d	QRS-a0156cdb1799565d1f79bdc6	81946:81980	the ledger itself never grants it.	81946:81980	the ledger itself never grants it.	-	-	81858:81945	`sourceGoverned` says only that authority must be reopened\n   from the admitted source;	newControlDeltaPendingAdmission	newControlDeltaPendingAdmission	SPEC28|VERIFIER28	SPEC28|VERIFIER28	SPEC28:repositoryPrecommit:uncommittedReviewOnly|VERIFIER28:repositoryPrecommit:uncommittedReviewOnly	SPEC28:repositoryPrecommit:uncommittedReviewOnly|VERIFIER28:repositoryPrecommit:uncommittedReviewOnly	design.admission@-@reviewArtifact@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@Ledger.sourceDispositionContract@Ledger.sourceDispositionAdmission@nonExecutable	design.admission@-@reviewArtifact@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@Ledger.sourceDispositionContract@Ledger.sourceDispositionAdmission@nonExecutable	REPLACE_EXACT_ATOM	SOURCE_GOVERNED_MEANING
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	5fc44a12219c8581f2aa9c58b9a3e885c64716997902f1c3962d202817595ee7	50d4182cc19b86ee87e4f0e80cd930df553c7c680feda5767061347032431659	1383	QUN-b330521402fa62f90961c49b	QRS-e36498309182e48dbbdf66f2	QRS-ef2db117c0861437a8d882a9	81438:81488	a projection requires at\n   least one such SOURCE.	81438:81488	a projection requires at\n   least one such SOURCE.	-	-	81303:81437	The closed\n   AuthoritySetV1 source-state set is `admittedControlled | pendingA0 |\n   pendingProtectedIntake | uncommittedReviewOnly`;	newControlDeltaPendingAdmission	newControlDeltaPendingAdmission	SPEC28|VERIFIER28	SPEC28|VERIFIER28	SPEC28:repositoryPrecommit:uncommittedReviewOnly|VERIFIER28:repositoryPrecommit:uncommittedReviewOnly	SPEC28:repositoryPrecommit:uncommittedReviewOnly|VERIFIER28:repositoryPrecommit:uncommittedReviewOnly	design.admission@-@reviewArtifact@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@Ledger.sourceDispositionContract@Ledger.sourceDispositionAdmission@nonExecutable	design.admission@-@reviewArtifact@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@Ledger.sourceDispositionContract@Ledger.sourceDispositionAdmission@nonExecutable	REPLACE_EXACT_ATOM	AUTHORITY_SET_SOURCE
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	5fc44a12219c8581f2aa9c58b9a3e885c64716997902f1c3962d202817595ee7	50d4182cc19b86ee87e4f0e80cd930df553c7c680feda5767061347032431659	1398	QUN-a8055ebd89ddc4f7db1a8cbc	QRS-1d4602414f11f56d6183e46c	QRS-08220859286d89c1293f7793	82662:82690	it is always `nonExecutable`	82662:82690	it is always `nonExecutable`	82487:82517	`operationalScanGate` requires	82487:82508	`operationalScanGate`	newControlDeltaPendingAdmission	newControlDeltaPendingAdmission	SPEC28|VERIFIER28|UDEC28	SPEC28|VERIFIER28|UDEC28	SPEC28:repositoryPrecommit:uncommittedReviewOnly|VERIFIER28:repositoryPrecommit:uncommittedReviewOnly|UDEC28:decisionReceipt:userDecisionOnly	SPEC28:repositoryPrecommit:uncommittedReviewOnly|VERIFIER28:repositoryPrecommit:uncommittedReviewOnly|UDEC28:decisionReceipt:userDecisionOnly	design.admission@-@reviewArtifact@docs/superpowers/evidence/2026-08-28-qinao-source-disposition-ledger-v1.py@Ledger.sourceDispositionVerifier@Ledger.sourceDispositionAdmission@nonExecutable	design.admission@-@reviewArtifact@docs/superpowers/evidence/2026-08-28-qinao-source-disposition-ledger-v1.py@Ledger.sourceDispositionVerifier@Ledger.sourceDispositionAdmission@nonExecutable	REPLACE_EXACT_ATOM	OSG_DISPOSITION_SUBJECT
d2c7f8954d8559e8277a184035da1e76acf378475e630e4aadfa4b86268fa21b	84346d35c8f366dca792f0c2e9fdbfb5161dc584	5fc44a12219c8581f2aa9c58b9a3e885c64716997902f1c3962d202817595ee7	50d4182cc19b86ee87e4f0e80cd930df553c7c680feda5767061347032431659	1398	QUN-a8055ebd89ddc4f7db1a8cbc	QRS-2391d5d2756a01df2bad6a0e	QRS-308e5d6c54f89597ddf02531	84243:84286	and `notStarted` only with\n   `scanRecord`.	84247:84286	`notStarted` only with\n   `scanRecord`.	-	-	-	-	newControlDeltaPendingAdmission	newControlDeltaPendingAdmission	SPEC28|VERIFIER28|UDEC28	SPEC28|VERIFIER28|UDEC28	SPEC28:repositoryPrecommit:uncommittedReviewOnly|VERIFIER28:repositoryPrecommit:uncommittedReviewOnly|UDEC28:decisionReceipt:userDecisionOnly	SPEC28:repositoryPrecommit:uncommittedReviewOnly|VERIFIER28:repositoryPrecommit:uncommittedReviewOnly|UDEC28:decisionReceipt:userDecisionOnly	design.admission@-@reviewArtifact@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@Ledger.sourceDispositionContract@Ledger.sourceDispositionAdmission@nonExecutable	design.admission@-@reviewArtifact@docs/superpowers/specs/2026-08-28-qinao-recovery-spine-and-deep-scan-closure-design.md@Ledger.sourceDispositionContract@Ledger.sourceDispositionAdmission@nonExecutable	REPLACE_EXACT_ATOM	REBASE_REVIEWED_56
